School_Name,School_Year,Reported,Reported_enrollment,Percent_complete_for_all_immunizations,Percent_conditional,Percent_out_of_compliance,Percent_with_any_exemption,Percent_with_medical_exemption,Percent_with_personal_exemption,Percent_with_religious_exemption,Percent_with_religious_membership_exemption,Percent_complete_for_diphtheria_tetanus,Percent_complete_for_pertussis,Percent_complete_for_measles_mumps_rubella,Percent_complete_for_polio,Percent_complete_for_HepatitisB,Percent_complete_for_varicella,Number_complete_for_all_immunizations,Number_conditional,Number_out_of_compliance,Number_with_any_exemption,Number_with_medical_exemption,Number_with_personal_exemption,Number_with_religious_exemption,Number_with_religious_membership_exemption,Number_incomplete_for_diphtheria_tetanus,Number_incomplete_for_pertussis,Number_incomplete_for_measles_mumps_rubella,Number_incomplete_for_polio,Number_incomplete_for_HepatitisB,Number_incomplete_for_varicella,School_Type,School_District,County,ESD,Grade_Levels,Has_kindergarten,Has_6thGrade,Location 1
GOLDENDALE HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,GOLDENDALE SCHOOL DISTRICT,KLICKITAT,EDUCATIONAL SERVICE DISTRICT 105,9-12,0,0,"525 SIMCOE DR.
GOLDENDALE
(45.813529, -120.815422)"
DAVID WOLFLE ELEMENTARY,2016-17,Y,49,91.8%,0%,0%,8.2%,0%,6.1%,2%,0%,93.9%,93.9%,93.9%,93.9%,93.9%,91.8%,45,0,0,4,0,3,1,0,3,3,3,3,3,4,PUBLIC SCHOOL,NORTH KITSAP SCHOOL DISTRICT,KITSAP,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,PK-5,1,0,"27089 HIGHLAND RD NE
KINGSTON
(47.807895, -122.552399)"
HARBOR SCHOOL,2016-17,Y,1,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,1,0,0,0,0,0,1,1,1,1,1,1,PRIVATE SCHOOL,VASHON ISLAND SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K-8,1,1,"15920 VASHON HWY SW
VASHON
(47.462793, -122.46035)"
HAWTHORNE ELEMENTARY SCHOOL,2016-17,Y,65,78.5%,0%,20%,1.5%,1.5%,1.5%,0%,0%,89.2%,89.2%,93.8%,87.7%,84.6%,89.2%,51,0,13,1,1,1,0,0,7,7,4,8,10,7,PUBLIC SCHOOL,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,1,0,"4100 39 AV S
SEATTLE
(47.565447, -122.283884)"
CAMPBELL HILL ELEMENTARY SCHOOL,2016-17,Y,86,90.7%,2.3%,4.7%,2.3%,2.3%,0%,0%,0%,91.9%,91.9%,94.2%,90.7%,98.8%,95.3%,78,2,4,2,2,0,0,0,7,7,5,8,1,4,PUBLIC SCHOOL,RENTON SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,1,0,"6418 S 124TH ST
SEATTLE
(47.492084, -122.253059)"
CASCADE CHRISTIAN JUNIOR HIGH AND HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIVATE SCHOOL,PUYALLUP SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,7-12,0,0,"811 21ST ST SE
PUYALLUP
(47.184114, -122.266943)"
COUNTRYSIDE MONTESSORI SCHOOL,2016-17,Y,8,87.5%,12.5%,0%,0%,0%,0%,0%,0%,87.5%,87.5%,100%,100%,100%,100%,7,1,0,0,0,0,0,0,1,1,0,0,0,0,PRIVATE SCHOOL,LAKE WASHINGTON SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-3,1,0,"13630 100TH AVE NE BLDG 2
KIRKLAND
(47.722196, -122.207778)"
GLENDALE LUTHERAN SCHOOL,2016-17,Y,8,50%,0%,0%,50%,0%,50%,0%,0%,50%,50%,50%,50%,50%,50%,4,0,0,4,0,4,0,0,4,4,4,4,4,4,PRIVATE SCHOOL,HIGHLINE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-8,1,1,"13455 2ND AVE SW
BURIEN
(47.482275, -122.336525)"
ARLINGTON ELEMENTARY,2016-17,Y,78,87.2%,1.3%,0%,11.5%,2.6%,9%,0%,0%,91%,91%,89.7%,91%,89.7%,91%,68,1,0,9,2,7,0,0,7,7,8,7,8,7,PUBLIC SCHOOL,SPOKANE SCHOOL DISTRICT,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,K -6,1,1,"6363 N SMITH ST
SPOKANE
(47.71585, -117.371753)"
BYRON KIBLER ELEMENTARY SCHOOL,2016-17,Y,68,86.8%,2.9%,0%,10.3%,5.9%,4.4%,0%,0%,94.1%,94.1%,94.1%,92.6%,95.6%,88.2%,59,2,0,7,4,3,0,0,4,4,4,5,3,8,PUBLIC SCHOOL,ENUMCLAW SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,1,0,"2057 KIBLER AVE
ENUMCLAW
(47.210172, -121.995275)"
FIFE HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,FIFE SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,10-12,0,0,"5616 20TH ST E
TACOMA
(47.238936, -122.352376)"
CHESTNUT HILL ACADEMY SOUTH CAMPUS,2016-17,Y,38,89.5%,0%,5.3%,5.3%,0%,5.3%,0%,0%,89.5%,89.5%,92.1%,94.7%,97.4%,92.1%,34,0,2,2,0,2,0,0,4,4,3,2,1,3,PRIVATE SCHOOL,BELLEVUE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K-8,1,1,"13633 SE 26TH ST
BELLEVUE
(47.58731, -122.158409)"
CEDAR PARK CHRISTIAN SCHOOL--MILL CREEK (EVERETT) CAMPUS,2016-17,Y,21,76.2%,0%,0%,23.8%,0%,23.8%,0%,0%,85.7%,85.7%,85.7%,85.7%,76.2%,85.7%,16,0,0,5,0,5,0,0,3,3,3,3,5,3,PRIVATE SCHOOL,EVERETT SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,P-8,1,1,"13000 21ST DR SE
EVERETT
(47.878454, -122.20352)"
ACADEMY OF CITIZENSHIP AND EMPOWERMENT,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,HIGHLINE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,0,0,"4424 SOUTH 188TH STREET
SEATAC
(47.434391, -122.278884)"
CRESTWOOD ELEMENTARY SCHOOL,2016-17,Y,67,77.6%,0%,13.4%,9%,0%,9%,0%,0%,85.1%,85.1%,86.6%,82.1%,86.6%,83.6%,52,0,9,6,0,6,0,0,10,10,9,12,9,11,PUBLIC SCHOOL,KENT SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -6,1,1,"25225 180TH AVE SE
COVINGTON
(47.375128, -122.101761)"
ANGELO GIAUDRONE MIDDLE SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,TACOMA SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,6-8,0,1,"4902 S ALASKA ST
TACOMA
(47.211698, -122.458391)"
BERNEY ELEMENTARY SCHOOL,2016-17,Y,72,90.3%,1.4%,4.2%,4.2%,1.4%,2.8%,0%,0%,97.2%,97.2%,94.4%,94.4%,95.8%,91.7%,65,1,3,3,1,2,0,0,2,2,4,4,3,6,PUBLIC SCHOOL,WALLA WALLA PUBLIC SCHOOLS,WALLA WALLA,EDUCATIONAL SERVICE DISTRICT 123,K -5,1,0,"1718 PLEASANT ST
WALLA WALLA
(46.062141, -118.299781)"
BRIDGEPORT MIDDLE SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,BRIDGEPORT SCHOOL DISTRICT,DOUGLAS,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,6-8,0,1,"1300 DOUGLAS
BRIDGEPORT
(48.007486, -119.674624)"
BEAVER VALLEY SCHOOL,2016-17,Y,8,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,100%,100%,8,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,CASCADE SCHOOL DISTRICT,CHELAN,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,K -4,1,0,"19265 BEAVER VALLEY RD
LEAVENWORTH
(47.768937, -120.665798)"
BRIGADOON ELEMENTARY SCHOOL,2016-17,Y,65,80%,0%,16.9%,3.1%,1.5%,1.5%,0%,0%,90.8%,90.8%,89.2%,90.8%,90.8%,90.8%,52,0,11,2,1,1,0,0,6,6,7,6,6,6,PUBLIC SCHOOL,FEDERAL WAY SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,1,0,"3601 SW 336TH ST
FEDERAL WAY
(47.300735, -122.378238)"
ENATAI ELEMENTARY SCHOOL,2016-17,Y,103,44.7%,0%,50.5%,4.9%,1%,3.9%,0%,0%,64.1%,64.1%,69.9%,54.4%,78.6%,68.9%,46,0,52,5,1,4,0,0,37,37,31,47,22,32,PUBLIC SCHOOL,BELLEVUE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,1,0,"10615 SE 23RD STREET
BELLEVUE
(47.589908, -122.198511)"
FIVE MILE PRAIRIE SCHOOL (MEAD EDUCATION PARTNERSHIP PROG),2016-17,Y,32,53.1%,3.1%,0%,43.8%,3.1%,37.5%,3.1%,0%,59.4%,59.4%,59.4%,56.3%,59.4%,56.3%,17,1,0,14,1,12,1,0,13,13,13,14,13,14,PUBLIC SCHOOL,MEAD SCHOOL DISTRICT,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,K -12,1,1,"8621 N FIVE MILE ROAD
SPOKANE
(47.736759, -117.453804)"
HIAWATHA ELEMENTARY SCHOOL,2016-17,Y,94,95.7%,1.1%,2.1%,1.1%,0%,1.1%,0%,0%,97.9%,97.9%,96.8%,97.9%,97.9%,95.7%,90,1,2,1,0,1,0,0,2,2,3,2,2,4,PUBLIC SCHOOL,OTHELLO SCHOOL DISTRICT,ADAMS,EDUCATIONAL SERVICE DISTRICT 123,K -5,1,0,"506 N 7TH AVE
OTHELLO
(46.831523, -119.164887)"
COLVILLE JUNIOR HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,COLVILLE SCHOOL DISTRICT,STEVENS,EDUCATIONAL SERVICE DISTRICT 101,6-8,0,1,"990 S CEDAR ST
COLVILLE
(48.535695, -117.898481)"
FAIRVIEW CHRISTIAN SCHOOL,2016-17,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIVATE SCHOOL,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-8,1,1,"844 NE 78TH ST
SEATTLE
(47.685291, -122.31796)"
CEDARCREST SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,MARYSVILLE SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,6-8,0,1,"6400 88TH ST NE
MARYSVILLE
(48.074588, -122.143384)"
FRUIT VALLEY ELEMENTARY SCHOOL,2016-17,Y,42,85.7%,2.4%,9.5%,2.4%,0%,2.4%,0%,0%,88.1%,88.1%,88.1%,90.5%,97.6%,90.5%,36,1,4,1,0,1,0,0,5,5,5,4,1,4,PUBLIC SCHOOL,VANCOUVER SCHOOL DISTRICT,CLARK,EDUCATIONAL SERVICE DISTRICT 112,K -5,1,0,"3410 NW FRUIT VALLEY RD
VANCOUVER
(45.647094, -122.692368)"
GARFIELD ELEMENTARY SCHOOL,2016-17,Y,58,82.8%,0%,12.1%,5.2%,5.2%,0%,0%,0%,87.9%,87.9%,93.1%,84.5%,89.7%,89.7%,48,0,7,3,3,0,0,0,7,7,4,9,6,6,PUBLIC SCHOOL,EVERETT SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,PK-5,1,0,"2215 PINE STREET
EVERETT
(47.98767, -122.192192)"
BROWNSVILLE ELEMENTARY,2016-17,Y,75,94.7%,1.3%,2.7%,1.3%,0%,1.3%,0%,0%,96%,96%,96%,96%,97.3%,96%,71,1,2,1,0,1,0,0,3,3,3,3,2,3,PUBLIC SCHOOL,CENTRAL KITSAP SCHOOL DISTRICT,KITSAP,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,K -6,1,1,"8795 ILLAHEE RD NE
BREMERTON
(47.64307, -122.607079)"
HERITAGE SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,MARYSVILLE SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,9-12,0,0,"7204 27TH AVE NE
MARYSVILLE
(48.061465, -122.194894)"
DOLAN ACADEMY & LEARNING CENTER,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIVATE SCHOOL,NORTHSHORE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K-8,1,1,"18500 156TH AVE NE
WOODINVILLE
(47.761627, -122.131538)"
ENTIAT MIDDLE AND HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,ENTIAT SCHOOL DISTRICT,CHELAN,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,6-12,0,1,"2650 ENTIAT WAY
ENTIAT
(47.663974, -120.227051)"
DUTCH HILL ELEMENTARY,2016-17,Y,60,88.3%,3.3%,5%,3.3%,0%,3.3%,0%,0%,93.3%,93.3%,93.3%,91.7%,96.7%,93.3%,53,2,3,2,0,2,0,0,4,4,4,5,2,4,PUBLIC SCHOOL,SNOHOMISH SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -6,1,1,"8231 131ST AVENUE SE
SNOHOMISH
(47.921196, -122.055307)"
BRIARCREST ELEMENTARY,2016-17,Y,92,95.7%,0%,0%,4.3%,0%,4.3%,0%,0%,98.9%,98.9%,96.7%,98.9%,96.7%,96.7%,88,0,0,4,0,4,0,0,1,1,3,1,3,3,PUBLIC SCHOOL,SHORELINE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -6,1,1,"2715 N.E. 158TH STREET
SHORELINE
(47.742814, -122.297732)"
FERN HILL ELEMENTARY SCHOOL,2016-17,Y,50,90%,0%,2%,8%,2%,6%,0%,0%,96%,100%,94%,94%,96%,92%,45,0,1,4,1,3,0,0,2,0,3,3,2,4,PUBLIC SCHOOL,TACOMA SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,1,0,"8442 S PARK AVE
TACOMA
(47.178851, -122.441973)"
ADAMS ELEMENTARY SCHOOL,2016-17,Y,113,95.6%,2.7%,0.9%,0.9%,0.9%,0%,0%,0%,97.3%,97.3%,98.2%,96.5%,98.2%,96.5%,108,3,1,1,1,0,0,0,3,3,2,4,2,4,PUBLIC SCHOOL,YAKIMA SCHOOL DISTRICT,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,PK-5,1,0,"723 S 8TH ST
YAKIMA
(46.594825, -120.491183)"
GREEN GABLES ELEMENTARY SCHOOL,2016-17,Y,73,79.5%,0%,17.8%,2.7%,1.4%,1.4%,0%,0%,89%,89%,89%,89%,89%,86.3%,58,0,13,2,1,1,0,0,8,8,8,8,8,10,PUBLIC SCHOOL,FEDERAL WAY SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,1,0,"32607 47TH AVE SW
FEDERAL WAY
(47.308892, -122.39273)"
CENTRAL VALLEY KINDERGARTEN CENTER,2016-17,Y,218,87.2%,0%,6.4%,6.4%,2.3%,4.6%,0.5%,0%,89.4%,90.4%,91.7%,89%,91.3%,90.4%,190,0,14,14,5,10,1,0,23,21,18,24,19,21,PUBLIC SCHOOL,CENTRAL VALLEY SCHOOL DISTRICT,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,K -K,1,0,"1512 N BARKER ROAD
SPOKANE VALLEY
(47.670778, -117.153776)"
FRANKLIN ELEMENTARY,2016-17,Y,66,84.8%,1.5%,3%,10.6%,1.5%,10.6%,0%,0%,87.9%,87.9%,87.9%,86.4%,95.5%,86.4%,56,1,2,7,1,7,0,0,8,8,8,9,3,9,PUBLIC SCHOOL,PORT ANGELES SCHOOL DISTRICT,CLALLAM,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,K -6,1,1,"2505 S WASHINGTON ST
PORT ANGELES
(48.102571, -123.42416)"
EPHRATA HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,EPHRATA SCHOOL DISTRICT,GRANT,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,9-12,0,0,"333 4TH AVE NW
EPHRATA
(47.325408, -119.551729)"
GREGORY HEIGHTS ELEMENTARY,2016-17,Y,101,94.1%,1%,4%,1%,0%,1%,0%,0%,98%,98%,96%,98%,99%,96%,95,1,4,1,0,1,0,0,2,2,4,2,1,4,PUBLIC SCHOOL,HIGHLINE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-6,1,1,"16201 16TH AVE SW
BURIEN
(47.457014, -122.355272)"
COLBERT ELEMENTARY SCHOOL,2016-17,Y,71,81.7%,2.8%,5.6%,9.9%,1.4%,7%,0%,1.4%,87.3%,87.3%,91.5%,90.1%,91.5%,87.3%,58,2,4,7,1,5,0,1,9,9,6,7,6,9,PUBLIC SCHOOL,MEAD SCHOOL DISTRICT,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,K -6,1,1,"4625 E GREENBLUFF RD
COLBERT
(47.809056, -117.3431)"
CHIEF KAMIAKIN ELEMENTARY SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,SUNNYSIDE SCHOOL DISTRICT,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,1-5,0,0,"1110 S. 6TH STREET
SUNNYSIDE
(46.317414, -120.012983)"
GLACIER PARK ELEMENTARY,2016-17,Y,144,93.8%,1.4%,1.4%,3.5%,0%,3.5%,0%,0%,97.2%,97.2%,96.5%,96.5%,95.1%,95.8%,135,2,2,5,0,5,0,0,4,4,5,5,7,6,PUBLIC SCHOOL,TAHOMA SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,1,0,"23700 SE 280TH STREET
MAPLE VALLEY
(47.350645, -122.024397)"
CHINOOK ELEMENTARY SCHOOL,2016-17,Y,109,84.4%,4.6%,3.7%,7.3%,0%,7.3%,0%,0%,89.9%,89.9%,90.8%,88.1%,89.9%,87.2%,92,5,4,8,0,8,0,0,11,11,10,13,11,14,PUBLIC SCHOOL,VANCOUVER SCHOOL DISTRICT,CLARK,EDUCATIONAL SERVICE DISTRICT 112,K -5,1,0,"1900 NW BLISS RD
VANCOUVER
(45.722918, -122.691078)"
DARTMOOR SCHOOL--SEATTLE,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIVATE SCHOOL,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,1-12,0,1,"9618 ROOSEVELT WAY NE
SEATTLE
(47.699044, -122.317626)"
CAM ACADEMY,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,BATTLE GROUND SCHOOL DISTRICT,CLARK,EDUCATIONAL SERVICE DISTRICT 112,3-12,0,1,"715 NW ONSDORFF BLVD
BATTLE GROUND
(45.791669, -122.54581)"
AMAZING GRACE CHRISTIAN SCHOOL,2016-17,Y,27,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,100%,100%,27,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIVATE SCHOOL,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-2,1,1,"10056 RENTON AVE S
SEATTLE
(47.510893, -122.260531)"
FOSS HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,TACOMA SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,0,0,"2112 S TYLER ST
TACOMA
(47.239834, -122.493638)"
EXCEL PUBLIC CHARTER SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,EXCEL PUBLIC CHARTER SCHOOL LEA,KING,OFFICE OF SUPERINTENDENT OF PUBLIC INSTRUCTION,6-8,0,1,"210 SOUTH HUDSON STREET STE 318
SEATTLE
(47.557393, -122.331643)"
ARLINGTON ELEMENTARY SCHOOL,2016-17,Y,41,90.2%,0%,4.9%,4.9%,0%,2.4%,0%,2.4%,92.7%,97.6%,95.1%,92.7%,95.1%,95.1%,37,0,2,2,0,1,0,1,3,1,2,3,2,2,PUBLIC SCHOOL,TACOMA SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,1,0,"3002 S 72ND ST
TACOMA
(47.192024, -122.474771)"
EDGEMONT JR HIGH,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,PUYALLUP SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,7-9,0,0,"2300 110TH AVE E
EDGEWOOD
(47.236519, -122.282506)"
BEEZLEY SPRINGS ELEMENTARY,2016-17,Y,1,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0,1,0,0,0,0,0,0,1,1,1,1,0,1,PUBLIC SCHOOL,EPHRATA SCHOOL DISTRICT,GRANT,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,PK-1,1,0,"501 C ST NW
EPHRATA
(47.326488, -119.549236)"
BRINNON ELEMENTARY,2016-17,Y,5,80%,0%,20%,0%,0%,0%,0%,0%,100%,100%,80%,100%,100%,80%,4,0,1,0,0,0,0,0,0,0,1,0,0,1,PUBLIC SCHOOL,BRINNON SCHOOL DISTRICT,JEFFERSON,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,K -8,1,1,"46 SCHOOLHOUSE RD
BRINNON
(47.697725, -122.902741)"
DARTMOOR SCHOOL--BELLEVUE,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIVATE SCHOOL,NORTHSHORE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,1-12,0,1,"13401 BEL RED ROAD
BELLEVUE
(47.622801, -122.161044)"
EVERGREEN ACADEMY,2016-17,Y,43,93%,0%,2.3%,4.7%,0%,4.7%,0%,0%,95.3%,95.3%,95.3%,95.3%,97.7%,95.3%,40,0,1,2,0,2,0,0,2,2,2,2,1,2,PRIVATE SCHOOL,NORTHSHORE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K-6,1,1,"16017 118TH PL NE
BOTHELL
(47.744221, -122.182507)"
FRANKLIN ELEMENTARY,2016-17,Y,76,75%,1.3%,22.4%,1.3%,0%,1.3%,0%,0%,89.5%,89.5%,89.5%,86.8%,85.5%,89.5%,57,1,17,1,0,1,0,0,8,8,8,10,11,8,PUBLIC SCHOOL,PULLMAN SCHOOL DISTRICT,WHITMAN,EDUCATIONAL SERVICE DISTRICT 101,K -5,1,0,"850 SE KLEMGARD
PULLMAN
(46.716583, -117.169637)"
HIGHLINE HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,HIGHLINE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,0,0,"225 S 152ND ST
BURIEN
(47.46689, -122.330016)"
CASCADE ELEMENTARY,2016-17,Y,113,93.8%,0.9%,1.8%,3.5%,1.8%,1.8%,0%,0%,96.5%,96.5%,95.6%,96.5%,99.1%,94.7%,106,1,2,4,2,2,0,0,4,4,5,4,1,6,PUBLIC SCHOOL,EASTMONT SCHOOL DISTRICT,DOUGLAS,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,K -5,1,0,"2330 N. BAKER AVE.
EAST WENATCHEE
(47.443396, -120.292097)"
ILALKO ELEMENTARY SCHOOL,2016-17,Y,102,75.5%,2%,18.6%,3.9%,1%,2%,1%,0%,85.3%,85.3%,86.3%,86.3%,88.2%,85.3%,77,2,19,4,1,2,1,0,15,15,14,14,12,15,PUBLIC SCHOOL,AUBURN SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,1,0,"301 ORAVETZ PL SE
AUBURN
(47.264462, -122.22485)"
GRAY MIDDLE SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,TACOMA SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,6-8,0,1,"6229 S TYLER ST
TACOMA
(47.199026, -122.492186)"
